date,symbol,direction,moneyness,fill_mode,T_pct,n_trades,total_minutes_in_position,basis,trade1_entry,trade1_exit,trade2_entry,trade2_exit,trade3_entry,trade3_exit
2025-07-11,TSLA,call,ATM,mid,80.0,2,358.0,OPPORTUNITY/HINDSIGHT,09:35,10:26,10:30,15:37,,
2025-07-11,TSLA,call,ATM,mid,90.0,2,354.0,OPPORTUNITY/HINDSIGHT,09:35,14:22,14:30,15:37,,
2025-07-11,TSLA,call,ATM,mid,100.0,2,357.0,OPPORTUNITY/HINDSIGHT,09:35,14:25,14:30,15:37,,
2025-07-11,TSLA,call,ATM,market,20.0,5,353.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,09:58,10:00,10:25
2025-07-11,TSLA,call,ATM,market,25.0,4,355.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,10:25,10:30,14:25
2025-07-11,TSLA,call,ATM,market,30.0,4,349.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,10:26,10:30,15:18
2025-07-11,TSLA,call,ATM,market,40.0,2,357.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,09:55,15:36,,
2025-07-11,TSLA,call,ATM,market,50.0,2,358.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,09:55,15:37,,
2025-07-11,TSLA,call,ATM,market,60.0,2,360.0,OPPORTUNITY/HINDSIGHT,09:35,09:58,10:00,15:37,,
2025-07-11,TSLA,call,ATM,market,70.0,2,372.0,OPPORTUNITY/HINDSIGHT,09:35,09:58,10:00,15:49,,
2025-07-11,TSLA,call,ATM,market,75.0,2,358.0,OPPORTUNITY/HINDSIGHT,09:35,10:26,10:30,15:37,,
2025-07-11,TSLA,call,ATM,market,80.0,2,370.0,OPPORTUNITY/HINDSIGHT,09:35,10:26,10:30,15:49,,
2025-07-11,TSLA,call,ATM,market,90.0,2,348.0,OPPORTUNITY/HINDSIGHT,09:35,14:22,14:35,15:36,,
2025-07-11,TSLA,call,ATM,market,100.0,2,354.0,OPPORTUNITY/HINDSIGHT,09:35,14:27,14:35,15:37,,
2025-07-11,TSLA,call,OTM1,mid,20.0,4,347.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,09:51,10:00,10:26
2025-07-11,TSLA,call,OTM1,mid,25.0,4,341.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,09:51,10:05,10:25
2025-07-11,TSLA,call,OTM1,mid,30.0,4,344.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,09:58,10:05,10:26
2025-07-11,TSLA,call,OTM1,mid,40.0,3,333.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:10,10:25,10:35,15:37
2025-07-11,TSLA,call,OTM1,mid,50.0,2,313.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:40,15:37,,
2025-07-11,TSLA,call,OTM1,mid,60.0,2,307.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:45,15:36,,
2025-07-11,TSLA,call,OTM1,mid,70.0,2,315.0,OPPORTUNITY/HINDSIGHT,09:35,09:58,10:45,15:37,,
2025-07-11,TSLA,call,OTM1,mid,75.0,2,315.0,OPPORTUNITY/HINDSIGHT,09:35,09:58,10:45,15:37,,
2025-07-11,TSLA,call,OTM1,mid,80.0,2,342.0,OPPORTUNITY/HINDSIGHT,09:35,10:25,10:45,15:37,,
2025-07-11,TSLA,call,OTM1,mid,90.0,2,351.0,OPPORTUNITY/HINDSIGHT,09:35,15:20,15:30,15:36,,
2025-07-11,TSLA,call,OTM1,mid,100.0,2,351.0,OPPORTUNITY/HINDSIGHT,09:35,15:20,15:30,15:36,,
2025-07-11,TSLA,call,OTM1,market,20.0,4,344.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,09:58,10:05,10:26
2025-07-11,TSLA,call,OTM1,market,25.0,3,328.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,10:10,10:23,10:35,15:37
2025-07-11,TSLA,call,OTM1,market,30.0,3,330.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,10:10,10:25,10:35,15:37
2025-07-11,TSLA,call,OTM1,market,40.0,2,313.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:40,15:37,,
2025-07-11,TSLA,call,OTM1,market,50.0,2,308.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:45,15:37,,
2025-07-11,TSLA,call,OTM1,market,60.0,2,314.0,OPPORTUNITY/HINDSIGHT,09:35,09:57,10:45,15:37,,
2025-07-11,TSLA,call,OTM1,market,70.0,2,342.0,OPPORTUNITY/HINDSIGHT,09:35,10:25,10:45,15:37,,
2025-07-11,TSLA,call,OTM1,market,75.0,2,338.0,OPPORTUNITY/HINDSIGHT,09:35,10:26,10:50,15:37,,
2025-07-11,TSLA,call,OTM1,market,80.0,1,344.0,OPPORTUNITY/HINDSIGHT,09:35,15:19,,,,
2025-07-11,TSLA,call,OTM1,market,90.0,1,345.0,OPPORTUNITY/HINDSIGHT,09:35,15:20,,,,
2025-07-11,TSLA,call,OTM1,market,100.0,1,361.0,OPPORTUNITY/HINDSIGHT,09:35,15:36,,,,
2025-07-11,TSLA,call,OTM2+,mid,20.0,12,264.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,09:51,09:55,09:58
2025-07-11,TSLA,call,OTM2+,mid,25.0,10,258.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,09:51,10:05,10:26
2025-07-11,TSLA,call,OTM2+,mid,30.0,9,272.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,09:58,10:05,10:26
2025-07-11,TSLA,call,OTM2+,mid,40.0,8,261.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:10,10:25,10:55,14:22
2025-07-11,TSLA,call,OTM2+,mid,50.0,6,252.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:55,14:22,14:35,14:46
2025-07-11,TSLA,call,OTM2+,mid,60.0,3,232.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:55,14:22,15:05,15:14
2025-07-11,TSLA,call,OTM2+,mid,70.0,3,239.0,OPPORTUNITY/HINDSIGHT,09:35,09:58,10:55,14:22,15:05,15:14
2025-07-11,TSLA,call,OTM2+,mid,75.0,3,239.0,OPPORTUNITY/HINDSIGHT,09:35,09:58,10:55,14:22,15:05,15:14
2025-07-11,TSLA,call,OTM2+,mid,80.0,3,227.0,OPPORTUNITY/HINDSIGHT,09:40,09:48,10:55,14:24,15:05,15:15
2025-07-11,TSLA,call,OTM2+,mid,90.0,3,228.0,OPPORTUNITY/HINDSIGHT,09:40,09:48,10:55,14:25,15:05,15:15
2025-07-11,TSLA,call,OTM2+,mid,100.0,3,231.0,OPPORTUNITY/HINDSIGHT,09:40,09:51,10:55,14:25,15:05,15:15
2025-07-11,TSLA,call,OTM2+,market,20.0,5,255.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,09:50,09:58,10:10,10:23
2025-07-11,TSLA,call,OTM2+,market,25.0,4,250.0,OPPORTUNITY/HINDSIGHT,09:35,09:48,10:10,10:26,10:55,14:22
2025-07-11,TSLA,call,OTM2+,market,30.0,4,253.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:10,10:26,10:55,14:22
2025-07-11,TSLA,call,OTM2+,market,40.0,3,237.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:55,14:22,15:05,15:19
2025-07-11,TSLA,call,OTM2+,market,50.0,3,238.0,OPPORTUNITY/HINDSIGHT,09:35,09:51,10:55,14:22,15:05,15:20
2025-07-11,TSLA,call,OTM2+,market,60.0,3,247.0,OPPORTUNITY/HINDSIGHT,09:35,09:58,10:55,14:24,15:05,15:20
2025-07-11,TSLA,call,OTM2+,market,70.0,3,236.0,OPPORTUNITY/HINDSIGHT,09:40,09:51,10:55,14:25,15:05,15:20
2025-07-11,TSLA,call,OTM2+,market,75.0,3,236.0,OPPORTUNITY/HINDSIGHT,09:40,09:51,10:55,14:25,15:05,15:20
2025-07-11,TSLA,call,OTM2+,market,80.0,2,221.0,OPPORTUNITY/HINDSIGHT,09:40,09:51,10:55,14:25,,
2025-07-11,TSLA,call,OTM2+,market,90.0,2,276.0,OPPORTUNITY/HINDSIGHT,09:40,09:51,10:55,15:20,,
2025-07-11,TSLA,call,OTM2+,market,100.0,2,299.0,OPPORTUNITY/HINDSIGHT,09:40,09:58,10:55,15:36,,
2025-07-11,TSLA,put,OTM2+,mid,20.0,11,187.0,OPPORTUNITY/HINDSIGHT,09:35,09:39,09:55,11:17,11:25,11:33
2025-07-11,TSLA,put,OTM2+,mid,25.0,10,184.0,OPPORTUNITY/HINDSIGHT,09:35,09:39,09:55,11:17,11:25,11:33
2025-07-11,TSLA,put,OTM2+,mid,30.0,6,161.0,OPPORTUNITY/HINDSIGHT,10:05,11:14,11:30,11:33,13:15,13:39
2025-07-11,TSLA,put,OTM2+,mid,40.0,4,148.0,OPPORTUNITY/HINDSIGHT,10:05,11:17,11:30,11:33,13:15,13:42
2025-07-11,TSLA,put,OTM2+,mid,50.0,4,118.0,OPPORTUNITY/HINDSIGHT,10:15,11:13,13:15,13:42,14:25,14:32
2025-07-11,TSLA,put,OTM2+,mid,60.0,4,117.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,13:20,13:42,14:25,14:32
2025-07-11,TSLA,put,OTM2+,mid,70.0,4,112.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,13:20,13:42,14:25,14:32
2025-07-11,TSLA,put,OTM2+,mid,75.0,2,98.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:06,,
2025-07-11,TSLA,put,OTM2+,mid,80.0,2,98.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:06,,
2025-07-11,TSLA,put,OTM2+,mid,90.0,2,34.0,OPPORTUNITY/HINDSIGHT,10:25,10:53,15:00,15:06,,
2025-07-11,TSLA,put,OTM2+,mid,100.0,2,34.0,OPPORTUNITY/HINDSIGHT,10:25,10:53,15:00,15:06,,
2025-07-11,TSLA,put,OTM2+,market,20.0,1,72.0,OPPORTUNITY/HINDSIGHT,10:05,11:17,,,,
2025-07-11,TSLA,put,OTM2+,market,25.0,1,72.0,OPPORTUNITY/HINDSIGHT,10:05,11:17,,,,
2025-07-11,TSLA,put,OTM2+,market,30.0,1,67.0,OPPORTUNITY/HINDSIGHT,10:10,11:17,,,,
2025-07-11,TSLA,put,OTM2+,market,40.0,1,59.0,OPPORTUNITY/HINDSIGHT,10:15,11:14,,,,
2025-07-11,TSLA,put,OTM2+,market,50.0,1,62.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,,,,
2025-07-11,TSLA,put,OTM2+,market,60.0,1,57.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,,,,
2025-07-11,TSLA,put,OTM2+,market,70.0,1,27.0,OPPORTUNITY/HINDSIGHT,10:25,10:52,,,,
2025-07-11,TSLA,put,OTM2+,market,75.0,1,28.0,OPPORTUNITY/HINDSIGHT,10:25,10:53,,,,
2025-07-11,TSLA,put,OTM2+,market,80.0,1,28.0,OPPORTUNITY/HINDSIGHT,10:25,10:53,,,,
2025-07-11,TSLA,put,OTM2+,market,90.0,1,32.0,OPPORTUNITY/HINDSIGHT,10:25,10:57,,,,
2025-07-11,TSLA,put,OTM2+,market,100.0,1,48.0,OPPORTUNITY/HINDSIGHT,10:25,11:13,,,,
2025-07-11,TSLA,put,OTM1,mid,20.0,7,177.0,OPPORTUNITY/HINDSIGHT,09:50,11:17,11:30,11:33,12:00,12:07
2025-07-11,TSLA,put,OTM1,mid,25.0,6,165.0,OPPORTUNITY/HINDSIGHT,09:55,11:13,12:00,12:07,13:15,13:39
2025-07-11,TSLA,put,OTM1,mid,30.0,5,162.0,OPPORTUNITY/HINDSIGHT,09:55,11:14,13:15,13:42,13:50,13:58
2025-07-11,TSLA,put,OTM1,mid,40.0,4,157.0,OPPORTUNITY/HINDSIGHT,09:55,11:17,13:15,13:42,14:20,15:05
2025-07-11,TSLA,put,OTM1,mid,50.0,3,131.0,OPPORTUNITY/HINDSIGHT,10:10,11:17,13:20,13:39,14:20,15:05
2025-07-11,TSLA,put,OTM1,mid,60.0,3,126.0,OPPORTUNITY/HINDSIGHT,10:15,11:13,13:20,13:42,14:20,15:06
2025-07-11,TSLA,put,OTM1,mid,70.0,2,102.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,14:25,15:05,,
2025-07-11,TSLA,put,OTM1,mid,75.0,2,102.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,14:25,15:05,,
2025-07-11,TSLA,put,OTM1,mid,80.0,2,102.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,14:25,15:05,,
2025-07-11,TSLA,put,OTM1,mid,90.0,2,97.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:05,,
2025-07-11,TSLA,put,OTM1,mid,100.0,2,72.0,OPPORTUNITY/HINDSIGHT,10:25,10:57,14:25,15:05,,
2025-07-11,TSLA,put,OTM1,market,20.0,3,143.0,OPPORTUNITY/HINDSIGHT,09:55,11:14,13:20,13:38,14:20,15:06
2025-07-11,TSLA,put,OTM1,market,25.0,3,144.0,OPPORTUNITY/HINDSIGHT,09:55,11:14,13:20,13:39,14:20,15:06
2025-07-11,TSLA,put,OTM1,market,30.0,3,147.0,OPPORTUNITY/HINDSIGHT,09:55,11:17,13:20,13:39,14:20,15:06
2025-07-11,TSLA,put,OTM1,market,40.0,3,134.0,OPPORTUNITY/HINDSIGHT,10:05,11:17,13:20,13:42,14:25,15:05
2025-07-11,TSLA,put,OTM1,market,50.0,2,98.0,OPPORTUNITY/HINDSIGHT,10:15,11:13,14:25,15:05,,
2025-07-11,TSLA,put,OTM1,market,60.0,2,102.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,14:25,15:05,,
2025-07-11,TSLA,put,OTM1,market,70.0,2,95.0,OPPORTUNITY/HINDSIGHT,10:20,11:14,14:25,15:06,,
2025-07-11,TSLA,put,OTM1,market,75.0,2,98.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:06,,
2025-07-11,TSLA,put,OTM1,market,80.0,2,98.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:06,,
2025-07-11,TSLA,put,OTM1,market,90.0,1,32.0,OPPORTUNITY/HINDSIGHT,10:25,10:57,,,,
2025-07-11,TSLA,put,OTM1,market,100.0,1,48.0,OPPORTUNITY/HINDSIGHT,10:25,11:13,,,,
2025-07-11,TSLA,put,ATM,mid,20.0,6,210.0,OPPORTUNITY/HINDSIGHT,09:50,11:14,11:30,11:33,12:55,13:59
2025-07-11,TSLA,put,ATM,mid,25.0,7,181.0,OPPORTUNITY/HINDSIGHT,09:50,11:17,13:00,13:10,13:15,13:39
2025-07-11,TSLA,put,ATM,mid,30.0,4,191.0,OPPORTUNITY/HINDSIGHT,09:55,11:13,13:00,13:59,14:20,15:05
2025-07-11,TSLA,put,ATM,mid,40.0,3,155.0,OPPORTUNITY/HINDSIGHT,09:55,11:17,13:15,13:42,14:20,15:06
2025-07-11,TSLA,put,ATM,mid,50.0,4,144.0,OPPORTUNITY/HINDSIGHT,10:05,11:17,13:25,13:59,14:25,14:33
2025-07-11,TSLA,put,ATM,mid,60.0,3,102.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,14:25,14:59,15:00,15:06
2025-07-11,TSLA,put,ATM,mid,70.0,2,101.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,14:25,15:04,,
2025-07-11,TSLA,put,ATM,mid,75.0,2,96.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:04,,
2025-07-11,TSLA,put,ATM,mid,80.0,2,96.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:04,,
2025-07-11,TSLA,put,ATM,mid,90.0,2,87.0,OPPORTUNITY/HINDSIGHT,10:25,11:13,14:25,15:04,,
2025-07-11,TSLA,put,ATM,mid,100.0,2,92.0,OPPORTUNITY/HINDSIGHT,10:25,11:17,14:25,15:05,,
2025-07-11,TSLA,put,ATM,market,20.0,4,168.0,OPPORTUNITY/HINDSIGHT,09:50,11:17,13:15,13:42,13:50,13:59
2025-07-11,TSLA,put,ATM,market,25.0,3,159.0,OPPORTUNITY/HINDSIGHT,09:50,11:17,13:15,13:42,14:20,15:05
2025-07-11,TSLA,put,ATM,market,30.0,3,142.0,OPPORTUNITY/HINDSIGHT,09:55,11:13,13:20,13:39,14:20,15:05
2025-07-11,TSLA,put,ATM,market,40.0,4,158.0,OPPORTUNITY/HINDSIGHT,09:55,11:17,13:20,13:58,14:25,14:33
2025-07-11,TSLA,put,ATM,market,50.0,3,98.0,OPPORTUNITY/HINDSIGHT,10:15,11:13,14:25,14:59,15:00,15:06
2025-07-11,TSLA,put,ATM,market,60.0,2,101.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,14:25,15:04,,
2025-07-11,TSLA,put,ATM,market,70.0,2,96.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:04,,
2025-07-11,TSLA,put,ATM,market,75.0,2,96.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:04,,
2025-07-11,TSLA,put,ATM,market,80.0,2,88.0,OPPORTUNITY/HINDSIGHT,10:25,11:13,14:25,15:05,,
2025-07-11,TSLA,put,ATM,market,90.0,2,89.0,OPPORTUNITY/HINDSIGHT,10:25,11:14,14:25,15:05,,
2025-07-11,TSLA,put,ATM,market,100.0,2,92.0,OPPORTUNITY/HINDSIGHT,10:25,11:17,14:25,15:05,,
2025-07-11,TSLA,put,ITM,mid,20.0,6,184.0,OPPORTUNITY/HINDSIGHT,09:50,11:14,12:55,13:10,13:15,13:39
2025-07-11,TSLA,put,ITM,mid,25.0,5,171.0,OPPORTUNITY/HINDSIGHT,09:55,11:12,12:55,13:42,14:25,14:32
2025-07-11,TSLA,put,ITM,mid,30.0,4,137.0,OPPORTUNITY/HINDSIGHT,09:55,11:13,13:15,13:42,14:25,14:33
2025-07-11,TSLA,put,ITM,mid,40.0,3,147.0,OPPORTUNITY/HINDSIGHT,09:55,11:14,13:25,13:59,14:25,14:59
2025-07-11,TSLA,put,ITM,mid,50.0,2,98.0,OPPORTUNITY/HINDSIGHT,10:15,11:14,14:25,15:04,,
2025-07-11,TSLA,put,ITM,mid,60.0,2,97.0,OPPORTUNITY/HINDSIGHT,10:20,11:17,14:25,15:05,,
2025-07-11,TSLA,put,ITM,mid,70.0,1,49.0,OPPORTUNITY/HINDSIGHT,10:25,11:14,,,,
2025-07-11,TSLA,put,ITM,market,20.0,5,177.0,OPPORTUNITY/HINDSIGHT,09:55,10:57,11:00,11:13,12:55,13:42
2025-07-11,TSLA,put,ITM,market,25.0,4,137.0,OPPORTUNITY/HINDSIGHT,09:55,11:13,13:15,13:42,14:25,14:33
2025-07-11,TSLA,put,ITM,market,30.0,3,153.0,OPPORTUNITY/HINDSIGHT,09:55,11:13,13:15,13:58,14:25,14:57
2025-07-11,TSLA,put,ITM,market,40.0,2,116.0,OPPORTUNITY/HINDSIGHT,09:55,11:17,14:25,14:59,,
2025-07-11,TSLA,put,ITM,market,50.0,2,102.0,OPPORTUNITY/HINDSIGHT,10:15,11:17,14:25,15:05,,
2025-07-11,TSLA,put,ITM,market,60.0,2,89.0,OPPORTUNITY/HINDSIGHT,10:25,11:13,14:25,15:06,,
2025-07-14,TSLA,call,ITM,mid,20.0,1,89.0,OPPORTUNITY/HINDSIGHT,13:45,15:14,,,,
2025-07-14,TSLA,call,ITM,market,20.0,1,133.0,OPPORTUNITY/HINDSIGHT,13:45,15:58,,,,
2025-07-14,TSLA,call,ATM,mid,20.0,1,79.0,OPPORTUNITY/HINDSIGHT,13:45,15:04,,,,
2025-07-14,TSLA,call,ATM,market,20.0,1,89.0,OPPORTUNITY/HINDSIGHT,13:45,15:14,,,,
2025-07-14,TSLA,call,OTM1,mid,20.0,1,82.0,OPPORTUNITY/HINDSIGHT,13:45,15:07,,,,
2025-07-14,TSLA,call,OTM1,market,20.0,1,89.0,OPPORTUNITY/HINDSIGHT,13:45,15:14,,,,
2025-07-14,TSLA,call,OTM2+,mid,20.0,2,160.0,OPPORTUNITY/HINDSIGHT,11:55,13:01,13:40,15:14,,
2025-07-14,TSLA,call,OTM2+,mid,25.0,1,89.0,OPPORTUNITY/HINDSIGHT,13:45,15:14,,,,
2025-07-14,TSLA,call,OTM2+,market,20.0,1,89.0,OPPORTUNITY/HINDSIGHT,13:45,15:14,,,,
2025-07-14,TSLA,put,OTM2+,mid,20.0,4,115.0,OPPORTUNITY/HINDSIGHT,09:35,09:38,09:40,09:43,09:50,10:06
2025-07-14,TSLA,put,OTM2+,mid,25.0,3,89.0,OPPORTUNITY/HINDSIGHT,09:35,09:39,09:40,10:06,12:45,13:44
2025-07-14,TSLA,put,OTM2+,mid,30.0,3,92.0,OPPORTUNITY/HINDSIGHT,09:35,09:42,09:50,10:31,13:00,13:44
2025-07-14,TSLA,put,OTM2+,mid,40.0,1,8.0,OPPORTUNITY/HINDSIGHT,09:35,09:43,,,,
2025-07-14,TSLA,put,OTM2+,mid,50.0,1,37.0,OPPORTUNITY/HINDSIGHT,09:35,10:12,,,,
2025-07-14,TSLA,put,OTM2+,market,20.0,3,124.0,OPPORTUNITY/HINDSIGHT,09:35,09:39,09:40,10:06,12:10,13:44
2025-07-14,TSLA,put,OTM2+,market,25.0,3,91.0,OPPORTUNITY/HINDSIGHT,09:35,09:41,09:50,10:31,13:00,13:44
2025-07-14,TSLA,put,OTM2+,market,30.0,2,41.0,OPPORTUNITY/HINDSIGHT,09:35,09:42,13:10,13:44,,
2025-07-14,TSLA,put,OTM2+,market,40.0,1,8.0,OPPORTUNITY/HINDSIGHT,09:35,09:43,,,,
2025-07-14,TSLA,put,OTM2+,market,50.0,1,56.0,OPPORTUNITY/HINDSIGHT,09:35,10:31,,,,
2025-07-14,TSLA,put,OTM1,mid,20.0,3,124.0,OPPORTUNITY/HINDSIGHT,09:35,09:39,09:40,10:06,12:10,13:44
2025-07-14,TSLA,put,OTM1,mid,25.0,3,72.0,OPPORTUNITY/HINDSIGHT,09:35,09:42,09:50,10:12,13:00,13:43
2025-07-14,TSLA,put,OTM1,mid,30.0,1,7.0,OPPORTUNITY/HINDSIGHT,09:35,09:42,,,,
2025-07-14,TSLA,put,OTM1,mid,40.0,1,31.0,OPPORTUNITY/HINDSIGHT,09:35,10:06,,,,
2025-07-14,TSLA,put,OTM1,mid,50.0,1,57.0,OPPORTUNITY/HINDSIGHT,09:35,10:32,,,,
2025-07-14,TSLA,put,OTM1,market,20.0,3,84.0,OPPORTUNITY/HINDSIGHT,09:35,09:39,09:40,10:06,12:50,13:44
2025-07-14,TSLA,put,OTM1,market,25.0,3,86.0,OPPORTUNITY/HINDSIGHT,09:35,09:42,09:50,10:31,13:05,13:43
2025-07-14,TSLA,put,OTM1,market,30.0,1,7.0,OPPORTUNITY/HINDSIGHT,09:35,09:42,,,,
2025-07-14,TSLA,put,OTM1,market,40.0,1,37.0,OPPORTUNITY/HINDSIGHT,09:35,10:12,,,,
2025-07-14,TSLA,put,ATM,mid,20.0,3,89.0,OPPORTUNITY/HINDSIGHT,09:35,09:39,09:40,10:12,12:50,13:43
2025-07-14,TSLA,put,ATM,mid,25.0,3,87.0,OPPORTUNITY/HINDSIGHT,09:35,09:42,09:50,10:32,13:05,13:43
2025-07-14,TSLA,put,ATM,mid,30.0,1,7.0,OPPORTUNITY/HINDSIGHT,09:35,09:42,,,,
