ticker,opt_type,entry_date,expiry_date,strike,contract,source,entry_time,entry_price,target_price,exit_price,filled,cost_dollars,pnl_dollars,profitable
AAPL,C,2025-10-30,2025-10-31,272.5,AAPL251031C00272500,REAL,3:58 PM,4.0,12.0,0.01,False,400.0,-399.0,False
AAPL,C,2025-11-06,2025-11-07,270.0,AAPL251107C00270000,REAL,3:58 PM,1.66,4.98,0.01,False,166.0,-165.0,False
AAPL,C,2025-11-13,2025-11-14,275.0,AAPL251114C00275000,REAL,3:58 PM,0.7,2.1,0.01,False,70.0,-69.0,False
AAPL,C,2025-11-20,2025-11-21,267.5,AAPL251121C00267500,REAL,3:58 PM,1.44,4.32,4.32,True,144.0,288.0,True
AAPL,C,2025-12-04,2025-12-05,282.5,AAPL251205C00282500,REAL,3:58 PM,0.35,1.05,0.01,False,35.0,-34.0,False
AAPL,C,2025-12-11,2025-12-12,280.0,AAPL251212C00280000,REAL,3:58 PM,0.4,1.2,0.01,False,40.0,-39.0,False
AAPL,C,2025-12-18,2025-12-19,272.5,AAPL251219C00272500,REAL,3:58 PM,1.31,3.93,0.61,False,131.0,-70.0,False
AAPL,C,2025-12-31,2026-01-02,272.5,AAPL260102C00272500,REAL,3:58 PM,0.93,2.79,2.79,True,93.0,186.0,True
AAPL,C,2026-01-08,2026-01-09,260.0,AAPL260109C00260000,REAL,3:58 PM,1.34,4.02,0.01,False,134.0,-133.0,False
AAPL,C,2026-01-15,2026-01-16,260.0,AAPL260116C00260000,REAL,3:58 PM,0.59,1.77,0.01,False,59.0,-58.0,False
AAPL,C,2026-01-22,2026-01-23,250.0,AAPL260123C00250000,REAL,3:58 PM,0.67,2.01,0.01,False,67.0,-66.0,False
AAPL,C,2026-01-29,2026-01-30,260.0,AAPL260130C00260000,REAL,3:58 PM,5.05,15.15,0.19,False,505.0,-486.0,False
AAPL,C,2026-02-05,2026-02-06,277.5,AAPL260206C00277500,REAL,3:58 PM,1.32,3.96,1.22,False,132.0,-10.0,False
AAPL,C,2026-02-12,2026-02-13,262.5,AAPL260213C00262500,REAL,3:58 PM,2.06,6.18,0.01,False,206.0,-205.0,False
AAPL,C,2026-02-19,2026-02-20,262.5,AAPL260220C00262500,REAL,3:58 PM,0.85,2.55,2.15,False,85.0,130.0,True
AAPL,C,2026-02-26,2026-02-27,275.0,AAPL260227C00275000,REAL,3:58 PM,0.7,2.1,0.01,False,70.0,-69.0,False
AAPL,C,2026-03-05,2026-03-06,262.5,AAPL260306C00262500,REAL,3:58 PM,0.85,2.55,0.01,False,85.0,-84.0,False
AAPL,C,2026-03-19,2026-03-20,250.0,AAPL260320C00250000,REAL,3:58 PM,1.12,3.36,0.05,False,112.0,-107.0,False
AAPL,C,2026-03-26,2026-03-27,255.0,AAPL260327C00255000,REAL,3:58 PM,0.94,2.82,0.01,False,94.0,-93.0,False
AAPL,C,2026-04-01,2026-04-02,257.5,AAPL260402C00257500,REAL,3:58 PM,0.73,2.19,0.01,False,73.0,-72.0,False
AAPL,C,2026-04-09,2026-04-10,262.5,AAPL260410C00262500,REAL,3:58 PM,0.63,1.89,0.01,False,63.0,-62.0,False
AAPL,C,2026-04-16,2026-04-17,265.0,AAPL260417C00265000,REAL,3:58 PM,0.78,2.34,2.34,True,78.0,156.0,True
AAPL,C,2026-04-23,2026-04-24,275.0,AAPL260424C00275000,REAL,3:58 PM,0.89,2.67,0.01,False,89.0,-88.0,False
AAPL,C,2026-04-30,2026-05-01,272.5,AAPL260501C00272500,REAL,3:58 PM,4.4,13.2,13.2,True,440.0,880.0,True
AAPL,C,2026-05-07,2026-05-08,287.5,AAPL260508C00287500,REAL,3:58 PM,1.65,4.95,4.95,True,165.0,330.0,True
AAPL,C,2026-05-14,2026-05-15,300.0,AAPL260515C00300000,REAL,3:58 PM,1.14,3.42,0.66,False,114.0,-48.0,False
AAPL,C,2026-05-21,2026-05-22,307.5,AAPL260522C00307500,REAL,3:58 PM,0.5,1.5,1.5,True,50.0,100.0,True
AAPL,C,2026-05-28,2026-05-29,312.5,AAPL260529C00312500,REAL,3:58 PM,1.44,4.32,0.19,False,144.0,-125.0,False
AAPL,C,2026-06-04,2026-06-05,312.5,AAPL260605C00312500,REAL,3:58 PM,0.97,2.91,2.91,True,97.0,194.0,True
AAPL,C,2026-06-11,2026-06-12,297.5,AAPL260612C00297500,REAL,3:58 PM,1.03,3.09,0.01,False,103.0,-102.0,False
AAPL,C,2026-06-17,2026-06-18,297.5,AAPL260618C00297500,REAL,3:58 PM,1.14,3.42,3.42,True,114.0,228.0,True
AAPL,C,2026-06-25,2026-06-26,277.5,AAPL260626C00277500,REAL,3:58 PM,1.25,3.75,3.75,True,125.0,250.0,True
AAPL,C,2026-07-01,2026-07-02,295.0,AAPL260702C00295000,REAL,3:58 PM,1.65,4.95,4.95,True,165.0,330.0,True
AAPL,P,2025-07-10,2025-07-11,210.0,AAPL250711P00210000,REAL,3:59 PM,0.29,0.725,0.725,True,29.0,43.5,True
AAPL,P,2025-07-17,2025-07-18,210.0,AAPL250718P00210000,REAL,3:59 PM,1.04,2.6,0.01,False,104.0,-103.0,False
AAPL,P,2025-07-24,2025-07-25,212.5,AAPL250725P00212500,REAL,3:59 PM,0.57,1.425,0.01,False,57.0,-56.0,False
AAPL,P,2025-07-31,2025-08-01,207.5,AAPL250801P00207500,REAL,3:59 PM,4.4,11.0,4.93,False,440.0,53.0,True
AAPL,P,2025-08-07,2025-08-08,220.0,AAPL250808P00220000,REAL,3:59 PM,1.37,3.425,0.01,False,137.0,-136.0,False
AAPL,P,2025-08-14,2025-08-15,232.5,AAPL250815P00232500,REAL,3:59 PM,1.15,2.875,2.875,True,115.0,172.5,True
AAPL,P,2025-08-21,2025-08-22,222.5,AAPL250822P00222500,REAL,3:59 PM,0.76,1.9,0.03,False,76.0,-73.0,False
AAPL,P,2025-08-28,2025-08-29,232.5,AAPL250829P00232500,REAL,3:59 PM,1.44,3.6,0.82,False,144.0,-62.0,False
AAPL,P,2025-09-04,2025-09-05,237.5,AAPL250905P00237500,REAL,3:59 PM,0.45,1.125,0.02,False,45.0,-43.0,False
AAPL,P,2025-09-11,2025-09-12,227.5,AAPL250912P00227500,REAL,3:59 PM,0.32,0.8,0.01,False,32.0,-31.0,False
AAPL,P,2025-09-18,2025-09-19,237.5,AAPL250919P00237500,REAL,3:59 PM,1.1,2.75,0.01,False,110.0,-109.0,False
AAPL,P,2025-09-25,2025-09-26,255.0,AAPL250926P00255000,REAL,3:59 PM,0.66,1.65,1.65,True,66.0,99.0,True
AAPL,P,2025-10-02,2025-10-03,255.0,AAPL251003P00255000,REAL,3:59 PM,0.58,1.45,1.45,True,58.0,87.0,True
AAPL,P,2025-10-09,2025-10-10,252.5,AAPL251010P00252500,REAL,3:59 PM,0.73,1.825,1.825,True,73.0,109.5,True
AAPL,P,2025-10-16,2025-10-17,245.0,AAPL251017P00245000,REAL,3:59 PM,0.77,1.925,0.01,False,77.0,-76.0,False
AAPL,P,2025-10-23,2025-10-24,257.5,AAPL251024P00257500,REAL,3:59 PM,0.6,1.5,0.01,False,60.0,-59.0,False
AAPL,P,2025-10-30,2025-10-31,270.0,AAPL251031P00270000,REAL,3:59 PM,3.85,9.625,0.03,False,385.0,-382.0,False
AAPL,P,2025-11-06,2025-11-07,267.5,AAPL251107P00267500,REAL,3:59 PM,0.82,2.05,0.03,False,82.0,-79.0,False
AAPL,P,2025-11-13,2025-11-14,272.5,AAPL251114P00272500,REAL,3:59 PM,1.31,3.275,3.275,True,131.0,196.5,True
AAPL,P,2025-11-20,2025-11-21,265.0,AAPL251121P00265000,REAL,3:59 PM,1.44,3.6,0.01,False,144.0,-143.0,False
AAPL,P,2025-12-04,2025-12-05,280.0,AAPL251205P00280000,REAL,3:59 PM,0.79,1.975,1.975,True,79.0,118.5,True
AAPL,P,2025-12-11,2025-12-12,277.5,AAPL251212P00277500,REAL,3:59 PM,0.83,2.075,0.02,False,83.0,-81.0,False
AAPL,P,2025-12-18,2025-12-19,270.0,AAPL251219P00270000,REAL,3:59 PM,0.62,1.55,0.03,False,62.0,-59.0,False
AAPL,P,2025-12-31,2026-01-02,270.0,AAPL260102P00270000,REAL,3:59 PM,0.45,1.125,1.125,True,45.0,67.5,True
AAPL,P,2026-01-08,2026-01-09,257.5,AAPL260109P00257500,REAL,3:59 PM,0.96,2.4,0.01,False,96.0,-95.0,False
AAPL,P,2026-01-15,2026-01-16,257.5,AAPL260116P00257500,REAL,3:59 PM,0.95,2.375,2.375,True,95.0,142.5,True
AAPL,P,2026-01-22,2026-01-23,247.5,AAPL260123P00247500,REAL,3:59 PM,0.98,2.45,2.45,True,98.0,147.0,True
AAPL,P,2026-01-29,2026-01-30,257.5,AAPL260130P00257500,REAL,3:59 PM,5.51,13.775,0.01,False,551.0,-550.0,False
AAPL,P,2026-02-05,2026-02-06,275.0,AAPL260206P00275000,REAL,3:59 PM,1.51,3.775,0.01,False,151.0,-150.0,False
AAPL,P,2026-02-12,2026-02-13,260.0,AAPL260213P00260000,REAL,3:59 PM,1.6,4.0,4.0,True,160.0,240.0,True
AAPL,P,2026-02-19,2026-02-20,260.0,AAPL260220P00260000,REAL,3:59 PM,1.49,3.725,0.01,False,149.0,-148.0,False
AAPL,P,2026-02-26,2026-02-27,272.5,AAPL260227P00272500,REAL,3:59 PM,1.36,3.4,3.4,True,136.0,204.0,True
AAPL,P,2026-03-05,2026-03-06,260.0,AAPL260306P00260000,REAL,3:59 PM,1.6,4.0,4.0,True,160.0,240.0,True
AAPL,P,2026-03-12,2026-03-13,255.0,AAPL260313P00255000,REAL,3:59 PM,1.35,3.375,3.375,True,135.0,202.5,True
AAPL,P,2026-03-19,2026-03-20,247.5,AAPL260320P00247500,REAL,3:59 PM,0.96,2.4,0.34,False,96.0,-62.0,False
AAPL,P,2026-03-26,2026-03-27,252.5,AAPL260327P00252500,REAL,3:59 PM,1.54,3.85,3.85,True,154.0,231.0,True
AAPL,P,2026-04-01,2026-04-02,255.0,AAPL260402P00255000,REAL,3:59 PM,1.28,3.2,3.2,True,128.0,192.0,True
AAPL,P,2026-04-09,2026-04-10,260.0,AAPL260410P00260000,REAL,3:59 PM,1.17,2.925,0.05,False,117.0,-112.0,False
AAPL,P,2026-04-23,2026-04-24,272.5,AAPL260424P00272500,REAL,3:59 PM,1.08,2.7,2.7,True,108.0,162.0,True
AAPL,P,2026-04-30,2026-05-01,270.0,AAPL260501P00270000,REAL,3:59 PM,4.6,11.5,0.01,False,460.0,-459.0,False
AAPL,P,2026-05-07,2026-05-08,285.0,AAPL260508P00285000,REAL,3:59 PM,0.74,1.85,0.01,False,74.0,-73.0,False
AAPL,P,2026-05-14,2026-05-15,297.5,AAPL260515P00297500,REAL,3:59 PM,1.53,3.825,0.01,False,153.0,-152.0,False
AAPL,P,2026-05-21,2026-05-22,305.0,AAPL260522P00305000,REAL,3:59 PM,1.3,3.25,0.01,False,130.0,-129.0,False
AAPL,P,2026-05-28,2026-05-29,310.0,AAPL260529P00310000,REAL,3:59 PM,0.51,1.275,0.01,False,51.0,-50.0,False
AAPL,P,2026-06-04,2026-06-05,310.0,AAPL260605P00310000,REAL,3:59 PM,0.93,2.325,2.325,True,93.0,139.5,True
AAPL,P,2026-06-11,2026-06-12,295.0,AAPL260612P00295000,REAL,3:59 PM,1.56,3.9,3.9,True,156.0,234.0,True
AAPL,P,2026-06-17,2026-06-18,295.0,AAPL260618P00295000,REAL,3:59 PM,1.39,3.475,0.01,False,139.0,-138.0,False
AAPL,P,2026-06-25,2026-06-26,275.0,AAPL260626P00275000,REAL,3:59 PM,2.42,6.05,0.01,False,242.0,-241.0,False
TSLA,C,2025-07-10,2025-07-11,310.0,TSLA250711C00310000,REAL,3:59 PM,3.4,11.9,3.75,False,340.0,35.0,True
TSLA,C,2025-07-17,2025-07-18,320.0,TSLA250718C00320000,REAL,3:59 PM,2.7,9.45,9.45,True,270.0,675.0,True
TSLA,C,2025-07-24,2025-07-25,307.5,TSLA250725C00307500,REAL,3:59 PM,2.63,9.205,9.205,True,263.0,657.5,True
TSLA,C,2025-07-31,2025-08-01,310.0,TSLA250801C00310000,REAL,3:59 PM,2.87,10.045,0.01,False,287.0,-286.0,False
TSLA,C,2025-08-07,2025-08-08,322.5,TSLA250808C00322500,REAL,3:59 PM,2.95,10.325,10.325,True,295.0,737.5,True
TSLA,C,2025-08-14,2025-08-15,337.5,TSLA250815C00337500,REAL,3:59 PM,2.27,7.945,0.01,False,227.0,-226.0,False
TSLA,C,2025-08-21,2025-08-22,322.5,TSLA250822C00322500,REAL,3:59 PM,2.64,9.24,9.24,True,264.0,660.0,True
TSLA,C,2025-08-28,2025-08-29,347.5,TSLA250829C00347500,REAL,3:59 PM,2.5,8.75,0.01,False,250.0,-249.0,False
TSLA,C,2025-09-04,2025-09-05,340.0,TSLA250905C00340000,REAL,3:59 PM,2.53,8.855,8.855,True,253.0,632.5,True
TSLA,C,2025-09-11,2025-09-12,370.0,TSLA250912C00370000,REAL,3:59 PM,3.2,11.2,11.2,True,320.0,800.0,True
TSLA,C,2025-09-18,2025-09-19,417.5,TSLA250919C00417500,REAL,3:59 PM,4.96,17.36,8.85,False,496.0,389.0,True
TSLA,C,2025-09-25,2025-09-26,425.0,TSLA250926C00425000,REAL,3:59 PM,4.16,14.56,14.56,True,416.0,1040.0,True
TSLA,C,2025-10-02,2025-10-03,437.5,TSLA251003C00437500,REAL,3:59 PM,5.55,19.425,0.01,False,555.0,-554.0,False
TSLA,C,2025-10-09,2025-10-10,437.5,TSLA251010C00437500,REAL,3:59 PM,4.0,14.0,0.01,False,400.0,-399.0,False
TSLA,C,2025-10-16,2025-10-17,430.0,TSLA251017C00430000,REAL,3:59 PM,4.8,16.8,8.95,False,480.0,415.0,True
TSLA,C,2025-10-23,2025-10-24,450.0,TSLA251024C00450000,REAL,3:59 PM,6.05,21.175,0.01,False,605.0,-604.0,False
TSLA,C,2025-10-30,2025-10-31,442.5,TSLA251031C00442500,REAL,3:59 PM,4.06,14.21,14.21,True,406.0,1015.0,True
TSLA,C,2025-11-06,2025-11-07,447.5,TSLA251107C00447500,REAL,3:59 PM,9.1,31.85,0.01,False,910.0,-909.0,False
TSLA,C,2025-11-13,2025-11-14,402.5,TSLA251114C00402500,REAL,3:59 PM,5.4,18.9,2.1,False,540.0,-330.0,False
TSLA,C,2025-11-20,2025-11-21,397.5,TSLA251121C00397500,REAL,3:59 PM,5.55,19.425,0.01,False,555.0,-554.0,False
TSLA,C,2025-12-04,2025-12-05,455.0,TSLA251205C00455000,REAL,3:59 PM,3.95,13.825,0.31,False,395.0,-364.0,False
TSLA,C,2025-12-11,2025-12-12,447.5,TSLA251212C00447500,REAL,3:59 PM,3.63,12.705,12.705,True,363.0,907.5,True
TSLA,C,2025-12-18,2025-12-19,485.0,TSLA251219C00485000,REAL,3:59 PM,4.6,16.1,0.04,False,460.0,-456.0,False
TSLA,C,2025-12-31,2026-01-02,450.0,TSLA260102C00450000,REAL,3:59 PM,5.3,18.55,0.01,False,530.0,-529.0,False
TSLA,C,2026-01-08,2026-01-09,437.5,TSLA260109C00437500,REAL,3:59 PM,3.35,11.725,7.8,False,335.0,445.0,True
TSLA,C,2026-01-15,2026-01-16,440.0,TSLA260116C00440000,REAL,3:59 PM,2.95,10.325,0.02,False,295.0,-293.0,False
TSLA,C,2026-01-22,2026-01-23,450.0,TSLA260123C00450000,REAL,3:59 PM,3.55,12.425,0.01,False,355.0,-354.0,False
TSLA,C,2026-01-29,2026-01-30,417.5,TSLA260130C00417500,REAL,3:59 PM,4.45,15.575,15.575,True,445.0,1112.5,True
TSLA,C,2026-02-05,2026-02-06,397.5,TSLA260206C00397500,REAL,3:59 PM,4.95,17.325,15.21,False,495.0,1026.0,True
TSLA,C,2026-02-12,2026-02-13,417.5,TSLA260213C00417500,REAL,3:59 PM,4.45,15.575,0.19,False,445.0,-426.0,False
TSLA,C,2026-02-19,2026-02-20,412.5,TSLA260220C00412500,REAL,3:59 PM,3.53,12.355,0.11,False,353.0,-342.0,False
TSLA,C,2026-02-26,2026-02-27,410.0,TSLA260227C00410000,REAL,3:59 PM,2.69,9.415,0.01,False,269.0,-268.0,False
TSLA,C,2026-03-05,2026-03-06,407.5,TSLA260306C00407500,REAL,3:59 PM,2.96,10.36,0.01,False,296.0,-295.0,False
TSLA,C,2026-03-12,2026-03-13,397.5,TSLA260313C00397500,REAL,3:59 PM,3.11,10.885,0.01,False,311.0,-310.0,False
TSLA,C,2026-03-19,2026-03-20,382.5,TSLA260320C00382500,REAL,3:59 PM,2.78,9.73,0.01,False,278.0,-277.0,False
TSLA,C,2026-03-26,2026-03-27,372.5,TSLA260327C00372500,REAL,3:59 PM,3.65,12.775,0.01,False,365.0,-364.0,False
TSLA,C,2026-04-01,2026-04-02,382.5,TSLA260402C00382500,REAL,3:59 PM,3.85,13.475,0.01,False,385.0,-384.0,False
TSLA,C,2026-04-09,2026-04-10,347.5,TSLA260410C00347500,REAL,3:59 PM,2.89,10.115,0.86,False,289.0,-203.0,False
TSLA,C,2026-04-16,2026-04-17,390.0,TSLA260417C00390000,REAL,3:59 PM,3.25,11.375,11.375,True,325.0,812.5,True
TSLA,C,2026-04-23,2026-04-24,375.0,TSLA260424C00375000,REAL,3:59 PM,3.25,11.375,2.19,False,325.0,-106.0,False
TSLA,C,2026-04-30,2026-05-01,382.5,TSLA260501C00382500,REAL,3:59 PM,3.2,11.2,11.2,True,320.0,800.0,True
TSLA,C,2026-05-07,2026-05-08,412.5,TSLA260508C00412500,REAL,3:59 PM,4.25,14.875,14.875,True,425.0,1062.5,True
TSLA,C,2026-05-14,2026-05-15,445.0,TSLA260515C00445000,REAL,3:59 PM,4.65,16.275,0.01,False,465.0,-464.0,False
TSLA,C,2026-05-21,2026-05-22,420.0,TSLA260522C00420000,REAL,3:59 PM,3.2,11.2,11.2,True,320.0,800.0,True
TSLA,C,2026-05-28,2026-05-29,442.5,TSLA260529C00442500,REAL,3:59 PM,4.05,14.175,0.01,False,405.0,-404.0,False
TSLA,C,2026-06-04,2026-06-05,420.0,TSLA260605C00420000,REAL,3:59 PM,3.47,12.145,0.01,False,347.0,-346.0,False
TSLA,C,2026-06-11,2026-06-12,400.0,TSLA260612C00400000,REAL,3:59 PM,6.45,22.575,5.37,False,645.0,-108.0,False
TSLA,C,2026-06-17,2026-06-18,397.5,TSLA260618C00397500,REAL,3:59 PM,3.9,13.65,3.53,False,390.0,-37.0,False
TSLA,C,2026-06-25,2026-06-26,377.5,TSLA260626C00377500,REAL,3:59 PM,2.95,10.325,10.325,True,295.0,737.5,True
TSLA,C,2026-07-01,2026-07-02,427.5,TSLA260702C00427500,REAL,3:59 PM,4.55,15.925,0.01,False,455.0,-454.0,False
TSLA,P,2025-07-10,2025-07-11,307.5,TSLA250711P00307500,REAL,3:57 PM,2.43,8.505,0.01,False,243.0,-242.0,False
TSLA,P,2025-07-17,2025-07-18,317.5,TSLA250718P00317500,REAL,3:57 PM,2.23,7.805,0.01,False,223.0,-222.0,False
TSLA,P,2025-07-24,2025-07-25,305.0,TSLA250725P00305000,REAL,3:57 PM,3.0,10.5,0.01,False,300.0,-299.0,False
TSLA,P,2025-07-31,2025-08-01,307.5,TSLA250801P00307500,REAL,3:57 PM,2.87,10.045,10.045,True,287.0,717.5,True
TSLA,P,2025-08-07,2025-08-08,320.0,TSLA250808P00320000,REAL,3:57 PM,2.12,7.42,0.16,False,212.0,-196.0,False
TSLA,P,2025-08-14,2025-08-15,335.0,TSLA250815P00335000,REAL,3:57 PM,2.75,9.625,4.5,False,275.0,175.0,True
TSLA,P,2025-08-21,2025-08-22,320.0,TSLA250822P00320000,REAL,3:57 PM,3.35,11.725,0.01,False,335.0,-334.0,False
TSLA,P,2025-08-28,2025-08-29,345.0,TSLA250829P00345000,REAL,3:57 PM,2.53,8.855,8.855,True,253.0,632.5,True
TSLA,P,2025-09-04,2025-09-05,337.5,TSLA250905P00337500,REAL,3:57 PM,2.59,9.065,0.01,False,259.0,-258.0,False
TSLA,P,2025-09-18,2025-09-19,415.0,TSLA250919P00415000,REAL,3:57 PM,4.2,14.7,0.01,False,420.0,-419.0,False
TSLA,P,2025-09-25,2025-09-26,422.5,TSLA250926P00422500,REAL,3:57 PM,4.05,14.175,0.01,False,405.0,-404.0,False
TSLA,P,2025-10-02,2025-10-03,435.0,TSLA251003P00435000,REAL,3:57 PM,5.35,18.725,5.46,False,535.0,11.0,True
TSLA,P,2025-10-09,2025-10-10,435.0,TSLA251010P00435000,REAL,3:57 PM,4.5,15.75,15.75,True,450.0,1125.0,True
TSLA,P,2025-10-16,2025-10-17,427.5,TSLA251017P00427500,REAL,3:57 PM,4.83,16.905,0.01,False,483.0,-482.0,False
TSLA,P,2025-10-23,2025-10-24,447.5,TSLA251024P00447500,REAL,3:57 PM,5.9,20.65,14.0,False,590.0,810.0,True
TSLA,P,2025-10-30,2025-10-31,440.0,TSLA251031P00440000,REAL,3:57 PM,4.63,16.205,0.01,False,463.0,-462.0,False
TSLA,P,2025-11-06,2025-11-07,445.0,TSLA251107P00445000,REAL,3:57 PM,9.24,32.34,14.92,False,924.0,568.0,True
TSLA,P,2025-11-13,2025-11-14,400.0,TSLA251114P00400000,REAL,3:57 PM,4.55,15.925,15.925,True,455.0,1137.5,True
TSLA,P,2025-11-20,2025-11-21,395.0,TSLA251121P00395000,REAL,3:57 PM,6.05,21.175,3.6,False,605.0,-245.0,False
TSLA,P,2025-12-04,2025-12-05,452.5,TSLA251205P00452500,REAL,3:57 PM,3.4,11.9,0.02,False,340.0,-338.0,False
TSLA,P,2025-12-11,2025-12-12,445.0,TSLA251212P00445000,REAL,3:57 PM,3.02,10.57,0.01,False,302.0,-301.0,False
TSLA,P,2025-12-18,2025-12-19,482.5,TSLA251219P00482500,REAL,3:57 PM,4.37,15.295,0.81,False,437.0,-356.0,False
TSLA,P,2025-12-31,2026-01-02,447.5,TSLA260102P00447500,REAL,3:57 PM,4.12,14.42,8.91,False,412.0,479.0,True
TSLA,P,2026-01-08,2026-01-09,435.0,TSLA260109P00435000,REAL,3:57 PM,3.8,13.3,0.01,False,380.0,-379.0,False
TSLA,P,2026-01-15,2026-01-16,437.5,TSLA260116P00437500,REAL,3:57 PM,3.1,10.85,0.27,False,310.0,-283.0,False
TSLA,P,2026-01-22,2026-01-23,447.5,TSLA260123P00447500,REAL,3:57 PM,3.2,11.2,0.05,False,320.0,-315.0,False
TSLA,P,2026-01-29,2026-01-30,415.0,TSLA260130P00415000,REAL,3:57 PM,3.75,13.125,0.01,False,375.0,-374.0,False
TSLA,P,2026-02-05,2026-02-06,395.0,TSLA260206P00395000,REAL,3:57 PM,4.18,14.63,0.01,False,418.0,-417.0,False
TSLA,P,2026-02-12,2026-02-13,415.0,TSLA260213P00415000,REAL,3:57 PM,3.65,12.775,0.04,False,365.0,-361.0,False
TSLA,P,2026-02-19,2026-02-20,410.0,TSLA260220P00410000,REAL,3:57 PM,3.26,11.41,0.06,False,326.0,-320.0,False
TSLA,P,2026-02-26,2026-02-27,407.5,TSLA260227P00407500,REAL,3:57 PM,2.82,9.87,4.8,False,282.0,198.0,True
TSLA,P,2026-03-05,2026-03-06,405.0,TSLA260306P00405000,REAL,3:57 PM,3.6,12.6,8.47,False,360.0,487.0,True
TSLA,P,2026-03-12,2026-03-13,395.0,TSLA260313P00395000,REAL,3:57 PM,3.9,13.65,3.32,False,390.0,-58.0,False
TSLA,P,2026-03-19,2026-03-20,380.0,TSLA260320P00380000,REAL,3:57 PM,3.53,12.355,12.355,True,353.0,882.5,True
TSLA,P,2026-03-26,2026-03-27,370.0,TSLA260327P00370000,REAL,3:57 PM,2.7,9.45,9.45,True,270.0,675.0,True
TSLA,P,2026-04-01,2026-04-02,380.0,TSLA260402P00380000,REAL,3:57 PM,3.83,13.405,13.405,True,383.0,957.5,True
TSLA,P,2026-04-09,2026-04-10,345.0,TSLA260410P00345000,REAL,3:57 PM,3.5,12.25,0.01,False,350.0,-349.0,False
TSLA,P,2026-04-23,2026-04-24,372.5,TSLA260424P00372500,REAL,3:57 PM,3.16,11.06,0.02,False,316.0,-314.0,False
TSLA,P,2026-04-30,2026-05-01,380.0,TSLA260501P00380000,REAL,3:57 PM,2.8,9.8,0.01,False,280.0,-279.0,False
TSLA,P,2026-05-07,2026-05-08,410.0,TSLA260508P00410000,REAL,3:57 PM,4.2,14.7,0.01,False,420.0,-419.0,False
TSLA,P,2026-05-14,2026-05-15,442.5,TSLA260515P00442500,REAL,3:57 PM,4.87,17.045,17.045,True,487.0,1217.5,True
TSLA,P,2026-05-21,2026-05-22,417.5,TSLA260522P00417500,REAL,3:57 PM,3.53,12.355,0.01,False,353.0,-352.0,False
TSLA,P,2026-05-28,2026-05-29,440.0,TSLA260529P00440000,REAL,3:57 PM,3.32,11.62,11.62,True,332.0,830.0,True
TSLA,P,2026-06-04,2026-06-05,417.5,TSLA260605P00417500,REAL,3:57 PM,3.4,11.9,11.9,True,340.0,850.0,True
TSLA,P,2026-06-11,2026-06-12,397.5,TSLA260612P00397500,REAL,3:57 PM,5.7,19.95,0.01,False,570.0,-569.0,False
TSLA,P,2026-06-17,2026-06-18,395.0,TSLA260618P00395000,REAL,3:57 PM,4.0,14.0,0.01,False,400.0,-399.0,False
TSLA,P,2026-06-25,2026-06-26,375.0,TSLA260626P00375000,REAL,3:57 PM,4.12,14.42,0.01,False,412.0,-411.0,False
